Gen	theta_7OLMXRB	theta_8LMXRB	theta_9LM	theta_10XRB	theta_11RB	tau_7OLMXRB	tau_8LMXRB	tau_9LM	tau_10XRB	tau_11RB	lnL
123480	0.010126	0.00069347	0.0024356	0.00024552	0.0021293	0.0012098	0.00070756	0.00014911	0.00061454	0.0001388	-15982115.450
123510	0.010228	0.00070556	0.0024867	0.00025137	0.0023831	0.0012242	0.00070973	0.00014588	0.00061257	0.0001293	-15982376.267
123540	0.010293	0.00070945	0.0024814	0.00025287	0.0021816	0.0012303	0.00071491	0.00014975	0.00061677	0.00014256	-15982190.531
123570	0.010286	0.00070933	0.0024428	0.00025134	0.0022004	0.0012249	0.00071258	0.00015903	0.00061839	0.00012664	-15982093.831
123600	0.010329	0.00070851	0.0026073	0.00025195	0.0022162	0.0012255	0.00071176	0.00015143	0.00061547	0.00011992	-15982226.657
123630	0.010374	0.00071389	0.0022781	0.00025411	0.0024549	0.0012341	0.00071584	0.00018077	0.0006184	0.00011234	-15982066.569
123660	0.010281	0.000708	0.0023095	0.00025083	0.0021818	0.001224	0.00071015	0.00018454	0.00061638	0.00014677	-15982196.645
123690	0.010306	0.000713	0.0023763	0.00025325	0.0022663	0.0012215	0.00070844	0.00018223	0.00061332	0.00014388	-15982395.974
123720	0.010283	0.00070368	0.0024832	0.00025056	0.0022265	0.0012139	0.00070745	0.00017652	0.00061095	0.00014389	-15982202.238
123750	0.010267	0.00070259	0.0022968	0.0002516	0.0023148	0.0012061	0.0006985	0.00017441	0.00059979	0.0001456	-15982093.584
123780	0.010344	0.00070222	0.0023463	0.00025206	0.0022642	0.0012028	0.00069941	0.00017591	0.00059917	0.00014133	-15981997.434
123810	0.010384	0.00071329	0.0023058	0.00025594	0.0026407	0.001214	0.00070901	0.00017657	0.00060761	0.00013451	-15981971.758
123840	0.010287	0.0007063	0.0024488	0.00025262	0.0032418	0.0012026	0.00070446	0.00016206	0.00060566	0.00010745	-15981935.291
123870	0.010286	0.00069926	0.0024343	0.00025073	0.0025074	0.001194	0.00069658	0.00016509	0.00059736	0.0001188	-15982120.665
123900	0.010269	0.00069164	0.0024117	0.00024722	0.0021934	0.0011924	0.0006982	0.00016568	0.00060063	0.00013302	-15982036.743
123930	0.010235	0.00069622	0.0023498	0.00024986	0.0022882	0.0011921	0.00069449	0.00017088	0.00059506	0.00013577	-15982107.728
123960	0.010299	0.0007075	0.0022577	0.00025253	0.0021435	0.0012036	0.00069904	0.00017851	0.00060222	0.00013762	-15982003.851
123990	0.010309	0.00070942	0.0022157	0.00025263	0.0023652	0.0012097	0.00070567	0.00018639	0.00060934	0.00013894	-15982424.812
124020	0.01032	0.00070605	0.0021686	0.00025217	0.0023837	0.0012001	0.00069513	0.00017488	0.00059849	0.00013888	-15982010.365
124050	0.010353	0.00070774	0.0021518	0.00025212	0.0024416	0.0012018	0.00069869	0.00018778	0.00060311	0.00011872	-15982238.491
124080	0.010267	0.00070311	0.0022633	0.00025205	0.0020757	0.0011967	0.00069691	0.00017802	0.00059781	0.00014066	-15981958.171
124110	0.010357	0.00070788	0.0021629	0.00025361	0.0019613	0.0012048	0.0007002	0.00018197	0.00060098	0.00015389	-15981676.855
124140	0.010351	0.00070587	0.0021003	0.00025178	0.0019323	0.0012006	0.00069973	0.00018645	0.00060323	0.00016805	-15982131.974
124170	0.010226	0.00069962	0.0020701	0.00024948	0.0023335	0.0011989	0.0007007	0.00020287	0.00060424	0.00013264	-15982099.582
124200	0.010311	0.00069611	0.0021359	0.00024797	0.0022181	0.0012062	0.00070712	0.000206	0.00061041	0.00014205	-15982344.236
124230	0.010377	0.00068951	0.0020946	0.00024602	0.0025944	0.001197	0.00070079	0.00021239	0.00060396	0.00011787	-15981825.689
124260	0.010271	0.00068402	0.0022112	0.00024362	0.0021297	0.0011871	0.00069302	0.00019182	0.00059833	0.00013297	-15981666.291
124290	0.010431	0.00069907	0.0021651	0.00024841	0.0023316	0.0012073	0.00070731	0.0001849	0.00061207	0.00013734	-15982118.155
124320	0.010315	0.00069384	0.0021515	0.00024535	0.0020715	0.0011973	0.00070337	0.0001911	0.00061165	0.00013544	-15982067.285
124350	0.010279	0.00069036	0.0020564	0.00024526	0.0020258	0.0011978	0.00070692	0.00020537	0.00061187	0.00013522	-15982213.344
124380	0.010363	0.00069514	0.0019167	0.0002469	0.0021685	0.0011986	0.00070325	0.00021509	0.00060885	0.00012204	-15981897.771
124410	0.010344	0.00069016	0.0020475	0.00024461	0.0021901	0.0011923	0.00069489	0.00021337	0.00060287	0.00010999	-15982204.900
124440	0.010333	0.00069055	0.002012	0.0002452	0.0023025	0.0011915	0.00069527	0.00021693	0.00060211	0.00011127	-15982469.709
124470	0.010392	0.00069997	0.0019479	0.00024924	0.002272	0.0012049	0.00070233	0.00022655	0.00060653	0.00011622	-15981737.662
124500	0.010364	0.00070228	0.0020601	0.00025048	0.0021063	0.0012075	0.00070271	0.00023531	0.00060582	0.00013753	-15982121.972
124530	0.010283	0.00069951	0.0021498	0.00024915	0.0022051	0.0011997	0.00069772	0.00021085	0.00060236	0.00013914	-15981898.071
124560	0.010331	0.00069718	0.002282	0.00024798	0.0023947	0.001198	0.0006954	0.00019491	0.00060117	0.00012955	-15981970.926
124590	0.010472	0.00070661	0.0020825	0.00025054	0.0021849	0.0012086	0.00070329	0.00022025	0.00060994	0.00014265	-15982312.959
124620	0.010365	0.0007011	0.0019926	0.00024887	0.0022596	0.0011986	0.00069781	0.00023402	0.00060449	0.00013757	-15982027.445
124650	0.010353	0.00070248	0.0019763	0.00025021	0.0021354	0.0011984	0.00069702	0.00023236	0.00060175	0.00015812	-15982333.651
124680	0.010362	0.00069585	0.0021301	0.00024817	0.0024915	0.001184	0.00068212	0.00022049	0.00058813	0.00013516	-15981841.251
124710	0.010469	0.00070484	0.002058	0.00025116	0.0019624	0.0011976	0.00068872	0.00022163	0.00059432	0.00016292	-15981903.329
124740	0.010348	0.00071062	0.0020658	0.00025323	0.0018739	0.0011998	0.00069203	0.00023239	0.00059716	0.00016865	-15982095.311
124770	0.010347	0.00071074	0.0019987	0.0002534	0.0019602	0.0012026	0.0006952	0.00024411	0.00059958	0.00017117	-15981991.712
124800	0.010313	0.00070128	0.0019084	0.00024986	0.0019349	0.0011985	0.00069654	0.00024594	0.00060115	0.0001803	-15982000.649
124830	0.010286	0.00070616	0.0019131	0.00025106	0.0020742	0.0012024	0.00070019	0.00025302	0.00060561	0.00015254	-15981999.631
124860	0.010327	0.00070465	0.0020307	0.00025182	0.001949	0.0012011	0.00069801	0.00023644	0.00060061	0.00017023	-15982298.561
124890	0.010305	0.00070888	0.0020682	0.00025425	0.0020488	0.001205	0.00069225	0.00023404	0.00059351	0.00016248	-15982020.750
124920	0.010281	0.00071276	0.0019446	0.00025522	0.002149	0.0012061	0.00069409	0.00024006	0.00059607	0.00015244	-15982095.923
124950	0.010434	0.00071151	0.0020019	0.00025431	0.0021576	0.0012034	0.00068904	0.00023061	0.0005928	0.00014929	-15982020.544
124980	0.010256	0.00071563	0.0019853	0.0002556	0.0020654	0.0012074	0.00069272	0.00022287	0.0005964	0.00015385	-15982334.378
125010	0.010342	0.00071294	0.0020652	0.00025408	0.0022162	0.0012021	0.0006921	0.00021427	0.00059717	0.00015602	-15981897.227
125040	0.010318	0.00071521	0.0020627	0.00025487	0.0020649	0.0012038	0.00069568	0.0002153	0.00060029	0.00017525	-15981970.317
125070	0.010381	0.00072118	0.0019816	0.00025711	0.0020811	0.0012112	0.00069717	0.00022171	0.00060132	0.00017846	-15982260.116
125100	0.01026	0.00071796	0.0021314	0.00025568	0.0020245	0.0012027	0.00068775	0.00020087	0.00059385	0.00016911	-15982161.470
125130	0.010243	0.00071606	0.0022259	0.00025486	0.0019001	0.0012052	0.00069536	0.00021196	0.00060075	0.00017228	-15982161.460
125160	0.010301	0.00072145	0.002085	0.0002571	0.0018903	0.0012063	0.00068767	0.0002135	0.00059336	0.00016858	-15982414.884
125190	0.010347	0.00072067	0.0020029	0.0002559	0.0018889	0.001206	0.00068824	0.00022723	0.00059601	0.00016621	-15981855.601
125220	0.010313	0.00071569	0.0021369	0.00025465	0.0017413	0.0012057	0.00069569	0.00021385	0.00060123	0.0001818	-15981868.219
125250	0.010355	0.00071196	0.0020271	0.0002518	0.0016875	0.00121	0.000701	0.00022587	0.00060948	0.00019735	-15981669.715
125280	0.010378	0.00070543	0.00206	0.00024951	0.0017254	0.0011975	0.00068668	0.00022193	0.00059697	0.00018855	-15981963.684
125310	0.010436	0.00070466	0.001968	0.0002494	0.0018347	0.0011975	0.0006856	0.00023126	0.00059567	0.00020276	-15981935.518
125340	0.010369	0.0007138	0.0020847	0.00025302	0.0019941	0.0012078	0.00069157	0.00022275	0.00059994	0.00019631	-15981972.497
125370	0.010317	0.0007195	0.0022852	0.00025513	0.0020795	0.0012169	0.0006976	0.0001996	0.00060495	0.00018468	-15982267.453
125400	0.010353	0.00071748	0.002256	0.00025426	0.0022437	0.0012162	0.00069481	0.00019571	0.00060289	0.00017835	-15981955.011
125430	0.010228	0.00071665	0.0021686	0.00025468	0.0021931	0.0012145	0.00069589	0.00020667	0.00060216	0.00016849	-15981925.141
125460	0.010399	0.00072611	0.0022535	0.00025866	0.0021582	0.0012217	0.00069994	0.00020597	0.00060418	0.00016081	-15982433.259
125490	0.010321	0.00072997	0.0023626	0.00026136	0.0018543	0.0012185	0.00069353	0.00017884	0.00059564	0.00017126	-15981999.726
125520	0.010359	0.00072744	0.0024356	0.00026054	0.0018645	0.0012194	0.00069544	0.00016813	0.00059707	0.00017581	-15982547.152
125550	0.010281	0.00073699	0.0022718	0.00026429	0.0018204	0.0012327	0.00070526	0.00017908	0.00060474	0.00019198	-15982655.068
125580	0.010215	0.00072226	0.0024306	0.00025969	0.0018617	0.0012168	0.00069428	0.00016111	0.00059376	0.00017963	-15982239.640
125610	0.010347	0.00072814	0.0025044	0.00026109	0.0020079	0.0012297	0.00070237	0.00016637	0.00060231	0.00017653	-15981921.220
125640	0.010298	0.00072436	0.0024186	0.00025952	0.0019628	0.001223	0.00069321	0.00016857	0.00059497	0.00017443	-15982219.328
125670	0.010277	0.00072907	0.0023724	0.00026117	0.0018578	0.0012237	0.00069294	0.00016649	0.00059482	0.00018528	-15982237.542
125700	0.010426	0.00073424	0.002255	0.00026293	0.0021037	0.0012286	0.00069786	0.00017194	0.00059925	0.00016534	-15982343.133
125730	0.010309	0.00072787	0.0024006	0.00026054	0.0020922	0.0012206	0.00069974	0.0001653	0.00060111	0.00016107	-15982274.014
125760	0.010291	0.0007233	0.0023176	0.00025848	0.0022315	0.0012181	0.00069892	0.00016102	0.0006014	0.00015492	-15982243.221
125790	0.010311	0.00072689	0.0025609	0.00026032	0.0021912	0.0012235	0.00069836	0.00014901	0.00059964	0.00016312	-15982203.565
125820	0.010377	0.0007279	0.0024908	0.00025904	0.0022029	0.0012204	0.00069675	0.0001452	0.00060204	0.00015924	-15982126.594
125850	0.010315	0.00072234	0.0023667	0.00025741	0.0023179	0.0012197	0.00069533	0.00015702	0.0006	0.00014027	-15982248.512
125880	0.010344	0.00072543	0.0022842	0.00025846	0.0019988	0.001215	0.00069514	0.00015759	0.00059995	0.00014305	-15981783.419
125910	0.010281	0.00072831	0.0025397	0.00025968	0.0019435	0.0012205	0.00068904	0.0001514	0.00059425	0.00013856	-15982272.933
125940	0.010276	0.00073185	0.0024719	0.00026089	0.0021465	0.0012258	0.00069252	0.00015772	0.00059738	0.00013618	-15982008.701
125970	0.010311	0.00074063	0.0025386	0.00026453	0.0018291	0.0012325	0.0006947	0.00015159	0.0005981	0.00015048	-15982195.136
126000	0.010293	0.00074087	0.0024647	0.00026438	0.0019142	0.0012334	0.00069552	0.00014771	0.00059933	0.00014667	-15982350.123
126030	0.010328	0.00074928	0.0025207	0.00026733	0.002177	0.0012437	0.00069786	0.00014831	0.00060146	0.00012095	-15982666.454
126060	0.010148	0.00075766	0.0024743	0.00027078	0.0021734	0.0012554	0.00071259	0.00014379	0.00061311	0.00013217	-15982566.951
126090	0.010233	0.00075301	0.0025387	0.00026986	0.0018972	0.0012545	0.00070272	0.00013682	0.00060294	0.00013777	-15982404.380
126120	0.010166	0.00074409	0.0023959	0.00026737	0.0018598	0.0012352	0.00069347	0.00015065	0.00059345	0.00015428	-15982337.402
126150	0.010204	0.00074795	0.0024272	0.00026742	0.0019143	0.0012412	0.00070083	0.00014921	0.00060274	0.00016119	-15982325.905
126180	0.010321	0.00074727	0.0024868	0.00026802	0.0019777	0.0012466	0.00070516	0.00015075	0.00060455	0.00017138	-15982589.846
126210	0.01027	0.00073668	0.002381	0.00026458	0.0017893	0.0012266	0.00069428	0.00015028	0.00059444	0.000186	-15982069.522
126240	0.010163	0.00073969	0.0023763	0.00026659	0.0017947	0.0012198	0.00069023	0.00015444	0.00058889	0.00019582	-15981965.914
126270	0.010165	0.000747	0.0022872	0.00026885	0.0021607	0.0012192	0.00068606	0.00016549	0.00058615	0.00017157	-15982289.662
126300	0.010189	0.00075216	0.0022848	0.00027112	0.0022196	0.00123	0.00069148	0.00016073	0.00058989	0.0001731	-15982206.545
126330	0.010301	0.00075364	0.002272	0.00027128	0.0019137	0.0012317	0.0006904	0.00015675	0.00058977	0.00017973	-15981982.246
126360	0.010216	0.0007419	0.0023498	0.00026568	0.0018475	0.0012222	0.00068646	0.00014667	0.00058945	0.00018384	-15981822.340
126390	0.010233	0.00074326	0.0026959	0.00026635	0.0015565	0.0012305	0.0006913	0.00012888	0.0005932	0.00019009	-15982265.666
126420	0.010245	0.000741	0.0024665	0.00026691	0.0015627	0.0012237	0.00068886	0.00013764	0.00058807	0.00019771	-15982230.199
126450	0.01032	0.00075192	0.0025196	0.00027173	0.0014816	0.0012442	0.00070403	0.0001324	0.00059906	0.00020956	-15982217.463
126480	0.010254	0.00075636	0.0025551	0.00027333	0.001795	0.0012385	0.00069518	0.00013842	0.00059152	0.00017642	-15982853.655
126510	0.010287	0.00075659	0.0025258	0.0002715	0.0019521	0.0012482	0.00069637	0.00013113	0.00059673	0.00018446	-15982110.004
126540	0.010287	0.00075274	0.0025086	0.00027135	0.0017022	0.0012398	0.00069313	0.00014049	0.00059124	0.00019391	-15982223.830
126570	0.010323	0.00075523	0.0024746	0.00027264	0.0016282	0.0012411	0.00069099	0.00014826	0.00058858	0.00018908	-15982433.916
126600	0.01033	0.00075247	0.0024847	0.00027029	0.0016971	0.0012416	0.0006904	0.0001416	0.00059101	0.00016902	-15982008.990
126630	0.010246	0.00075224	0.0023908	0.00027104	0.0018212	0.0012404	0.00068803	0.00014739	0.00058719	0.00014868	-15982404.139
126660	0.010263	0.00075633	0.0023366	0.00027268	0.0022457	0.001246	0.00069143	0.00016038	0.00058972	0.00011818	-15982282.458
126690	0.010214	0.00075937	0.0024928	0.00027495	0.0022671	0.0012349	0.00068385	0.00015392	0.00058077	0.00011148	-15982194.278
126720	0.010267	0.00077041	0.0022517	0.00027969	0.0023753	0.001242	0.00069023	0.00017003	0.00058462	0.00010124	-15982340.785
126750	0.010294	0.00078072	0.0022189	0.00028348	0.0022846	0.0012509	0.0006935	0.00018137	0.0005873	0.00010921	-15982170.829
126780	0.010287	0.00077886	0.0022258	0.00028258	0.0024601	0.001254	0.00069451	0.00017342	0.00058863	9.3067e-05	-15982054.093
126810	0.010274	0.00077474	0.0024847	0.00028167	0.0024708	0.0012462	0.00068989	0.00015484	0.0005835	9.1456e-05	-15982404.160
126840	0.010165	0.00076493	0.0021704	0.00027651	0.0022705	0.001235	0.00068241	0.00015978	0.00058051	0.00011057	-15982297.778
126870	0.010279	0.00077499	0.0022305	0.00027971	0.0025659	0.0012494	0.00069046	0.00017009	0.00058826	0.00010161	-15982239.085
126900	0.01023	0.0007618	0.0021571	0.00027592	0.0021261	0.0012439	0.00069119	0.00018349	0.00058681	0.00011765	-15982226.262
126930	0.01023	0.00075871	0.0019896	0.00027521	0.0022221	0.0012413	0.00068934	0.00019114	0.00058436	0.00012317	-15982300.785
126960	0.010216	0.0007684	0.0021619	0.00027879	0.0025647	0.0012494	0.00069251	0.00019201	0.00058691	0.0001237	-15982489.801
126990	0.010257	0.00077207	0.0020635	0.00028173	0.0020081	0.00125	0.00069168	0.00018786	0.00058287	0.00015074	-15982324.425
127020	0.010371	0.00078615	0.0022965	0.00028818	0.0021286	0.0012656	0.00069552	0.00017851	0.00058344	0.00013939	-15982443.304
127050	0.010241	0.00079079	0.0023472	0.00028968	0.0021472	0.0012651	0.00069431	0.00018018	0.00058282	0.0001353	-15982650.929
127080	0.010213	0.0007858	0.002315	0.0002864	0.0021859	0.0012621	0.0006946	0.00017898	0.00058602	0.00012786	-15982192.960
127110	0.010203	0.00079102	0.0023266	0.00028859	0.0023061	0.001268	0.00069682	0.00017959	0.00058731	0.00013162	-15982292.225
127140	0.01031	0.00078204	0.002297	0.00028692	0.0022329	0.0012613	0.00069109	0.00019594	0.00057923	0.00011732	-15982583.481
127170	0.010246	0.00079352	0.0022737	0.00029202	0.0021483	0.0012544	0.00068215	0.00018849	0.00057	0.00012467	-15982640.460
127200	0.010365	0.00079401	0.0021493	0.00029095	0.0026249	0.001255	0.0006823	0.00018778	0.00057258	0.00010667	-15982367.279
127230	0.010231	0.0007918	0.0021992	0.00028945	0.0027621	0.0012458	0.0006764	0.00018931	0.00056897	9.4966e-05	-15981763.609
127260	0.010298	0.00078549	0.0021063	0.0002874	0.0024776	0.0012424	0.00067692	0.00019883	0.00056891	8.6794e-05	-15982196.854
127290	0.010331	0.00078531	0.0022606	0.00028451	0.0025104	0.0012507	0.00068152	0.00017541	0.00057846	8.5777e-05	-15982112.088
127320	0.010303	0.00077563	0.0023532	0.00028074	0.0027899	0.0012488	0.00068413	0.00016607	0.00058122	7.6353e-05	-15982064.706
127350	0.010305	0.00078206	0.002363	0.00028407	0.002291	0.0012471	0.00068408	0.00017264	0.00057911	9.2881e-05	-15982582.563
127380	0.010342	0.00079617	0.0022908	0.00029165	0.0021877	0.0012558	0.00068029	0.0001692	0.00057106	9.3265e-05	-15982169.908
127410	0.010349	0.00079489	0.0021813	0.00029228	0.0019908	0.0012582	0.00068062	0.00017552	0.00056918	0.00010791	-15981921.925
127440	0.010288	0.00079791	0.0024112	0.00029229	0.0021638	0.0012608	0.00068155	0.00016838	0.00057211	0.00010704	-15982521.912
127470	0.010231	0.00079719	0.0020845	0.0002919	0.0020181	0.0012559	0.00067587	0.0001905	0.00056758	0.00011146	-15981967.464
127500	0.010203	0.00079367	0.0022224	0.00029059	0.0021944	0.0012608	0.00068368	0.00018334	0.00057418	0.00011875	-15982391.292
127530	0.010214	0.00079223	0.0022471	0.00029024	0.0022154	0.0012584	0.00067934	0.00018109	0.0005702	0.00012115	-15982297.583
127560	0.010176	0.00080448	0.0023943	0.00029577	0.0023869	0.0012701	0.00068425	0.00017044	0.00057229	0.00012595	-15982416.927
127590	0.010249	0.00080525	0.0023161	0.00029506	0.0023295	0.0012725	0.00068978	0.00016941	0.00057887	0.00014062	-15982189.988
127620	0.010231	0.00079133	0.0024179	0.00028907	0.0022341	0.0012608	0.00068863	0.00015564	0.00057968	0.00014608	-15982318.403
127650	0.010141	0.00079085	0.002387	0.0002875	0.0023618	0.0012519	0.00067968	0.0001596	0.00057491	0.00013664	-15982210.283
127680	0.010249	0.00079606	0.0024487	0.00029125	0.0022296	0.0012548	0.00067897	0.00016196	0.00057064	0.00013464	-15982404.928
127710	0.010226	0.00079856	0.0022827	0.0002924	0.0019685	0.0012569	0.00068039	0.00018062	0.0005714	0.00013626	-15982125.051
127740	0.010313	0.00081005	0.0022645	0.00029648	0.0017897	0.0012663	0.0006816	0.00017145	0.00057265	0.00016373	-15982104.545
127770	0.010279	0.00079121	0.0022239	0.00028845	0.0017105	0.0012437	0.00066575	0.00016525	0.00056153	0.00015669	-15982304.780
127800	0.010295	0.00080841	0.0022041	0.00029585	0.0017999	0.0012617	0.00067638	0.00017048	0.00056832	0.00014926	-15982374.191
127830	0.010203	0.00080959	0.0021618	0.00029592	0.0020275	0.0012594	0.00067489	0.00016682	0.00056775	0.00014679	-15982215.220
127860	0.010207	0.00081549	0.0020619	0.00030007	0.0022648	0.001276	0.00068695	0.00018315	0.00057407	0.00013531	-15982566.095
127890	0.010362	0.00081902	0.0019243	0.00029968	0.0023965	0.001286	0.00068766	0.00020628	0.0005779	0.00012999	-15982489.272
127920	0.010195	0.00081497	0.0020979	0.00029942	0.0024108	0.0012787	0.00068581	0.00020237	0.00057399	0.00013395	-15982684.968
127950	0.010169	0.00081867	0.002038	0.00030101	0.0020028	0.001285	0.00069461	0.00021623	0.00058091	0.00013677	-15982729.465
127980	0.010185	0.00081536	0.0021548	0.0002998	0.0022337	0.0012785	0.00068525	0.00019673	0.00057307	0.00013429	-15982614.892
128010	0.010316	0.00081305	0.0021056	0.00029824	0.0020423	0.0012764	0.00068464	0.0001938	0.00057392	0.00013466	-15982275.132
128040	0.010201	0.00081472	0.0022257	0.00029781	0.0017391	0.0012775	0.00068774	0.00018629	0.00057853	0.00015386	-15982523.615
128070	0.010233	0.00080918	0.0022769	0.00029734	0.0016825	0.0012761	0.00068797	0.00018021	0.00057572	0.00016494	-15982445.915
128100	0.010205	0.00080131	0.0021979	0.00029429	0.0018206	0.0012683	0.00068689	0.00017964	0.00057511	0.00016604	-15982517.890
128130	0.010161	0.00080725	0.0022206	0.00029545	0.0020131	0.0012714	0.00068638	0.00018032	0.00057667	0.00015137	-15981881.519
128160	0.010368	0.00079167	0.0022546	0.00028929	0.0021669	0.0012649	0.0006797	0.00017386	0.00057196	0.00013772	-15982181.279
128190	0.010371	0.0007952	0.0022851	0.00029044	0.002181	0.0012664	0.00068273	0.00018717	0.0005748	0.00014048	-15982395.558
128220	0.010271	0.00078495	0.0020665	0.00028755	0.0026643	0.0012504	0.00067801	0.00020719	0.00056913	0.0001188	-15982490.730
128250	0.010272	0.00079661	0.0020802	0.00029083	0.0025765	0.0012602	0.00068254	0.00020895	0.00057487	0.00012098	-15982652.581
128280	0.010184	0.00080684	0.0022256	0.00029465	0.0028011	0.0012695	0.00068915	0.00019552	0.00058027	0.000118	-15982313.466
128310	0.010228	0.00081342	0.002089	0.00029816	0.0028731	0.0012682	0.0006809	0.00019994	0.00057122	0.00010969	-15982393.926
